"Rule ID","Description","Help","Help URL","Impact","Manual","Needs Review","IGT","Selector","Summary","Source Code","Tags","Found By","Test Title","Test URL","Share URL","Created At"
"frame-title","Ensures <iframe> and <frame> elements have an accessible name","Frames must have an accessible name","https://dequeuniversity.com/rules/axe/4.3/frame-title?application=AxeChrome","serious","No","No","","[""#menuPage""]","Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<frame noresize="""" name=""menuPage"" id=""menuPage"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" border=""0"" margin=""0"" framespacing=""0"" framepadding=""0"" src=""Menu.aspx"">","cat.text-alternatives,wcag2a,wcag241,wcag412,section508,section508.22.i","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"frame-title","Ensures <iframe> and <frame> elements have an accessible name","Frames must have an accessible name","https://dequeuniversity.com/rules/axe/4.3/frame-title?application=AxeChrome","serious","No","No","","[""#ident""]","Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<frame id=""ident"" name=""ident"" noresize="""" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" border=""0"" margin=""0"" framespacing=""0"" framepadding=""0"" src=""Identification.aspx"">","cat.text-alternatives,wcag2a,wcag241,wcag412,section508,section508.22.i","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"frame-title","Ensures <iframe> and <frame> elements have an accessible name","Frames must have an accessible name","https://dequeuniversity.com/rules/axe/4.3/frame-title?application=AxeChrome","serious","No","No","","[""#implMessage""]","Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<frame name=""implMessage"" id=""implMessage"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" border=""0"" margin=""0"" framespacing=""0"" framepadding=""0"" noresize="""" scrolling=""no"" style=""display: none;"">","cat.text-alternatives,wcag2a,wcag241,wcag412,section508,section508.22.i","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"frame-title","Ensures <iframe> and <frame> elements have an accessible name","Frames must have an accessible name","https://dequeuniversity.com/rules/axe/4.3/frame-title?application=AxeChrome","serious","No","No","","[""#proxy""]","Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<frame name=""proxy"" id=""proxy"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" border=""0"" margin=""0"" framespacing=""0"" framepadding=""0"" noresize="""" scrolling=""no"" style=""display: none;"">","cat.text-alternatives,wcag2a,wcag241,wcag412,section508,section508.22.i","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"frame-title","Ensures <iframe> and <frame> elements have an accessible name","Frames must have an accessible name","https://dequeuniversity.com/rules/axe/4.3/frame-title?application=AxeChrome","serious","No","No","","[""#content""]","Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<frame name=""content"" id=""content"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" border=""0"" margin=""0"" framespacing=""0"" framepadding=""0"" onload=""updateCurrentSessionThreadId();"" src=""mainpage.html"">","cat.text-alternatives,wcag2a,wcag241,wcag412,section508,section508.22.i","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"frame-title","Ensures <iframe> and <frame> elements have an accessible name","Frames must have an accessible name","https://dequeuniversity.com/rules/axe/4.3/frame-title?application=AxeChrome","serious","No","No","","[""#tz""]","Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<frame name=""tz"" id=""tz"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" noresize="""" border=""0"" margin=""0"" framespacing=""0"" framepadding=""0"" style=""display: none;"">","cat.text-alternatives,wcag2a,wcag241,wcag412,section508,section508.22.i","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"frame-title","Ensures <iframe> and <frame> elements have an accessible name","Frames must have an accessible name","https://dequeuniversity.com/rules/axe/4.3/frame-title?application=AxeChrome","serious","No","No","","[""#tc""]","Fix any of the following:
  Element has no title attribute
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<frame name=""tc"" id=""tc"" scrolling=""no"" marginwidth=""0"" marginheight=""0"" frameborder=""0"" noresize="""" border=""0"" margin=""0"" framespacing=""0"" framepadding=""0"" style=""display: none;"">","cat.text-alternatives,wcag2a,wcag241,wcag412,section508,section508.22.i","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"html-has-lang","Ensures every HTML document has a lang attribute","<html> element must have a lang attribute","https://dequeuniversity.com/rules/axe/4.3/html-has-lang?application=AxeChrome","serious","No","No","","[""html""]","Fix any of the following:
  The <html> element does not have a lang attribute","<html>","cat.language,wcag2a,wcag311,ACT","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"label","Ensures every form element has a label","Form elements must have labels","https://dequeuniversity.com/rules/axe/4.3/label?application=AxeChrome","critical","No","No","","[""#content"",""#firstname""]","Fix any of the following:
  Form element does not have an implicit (wrapped) <label>
  Form element does not have an explicit <label>
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element has no placeholder attribute
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<input name=""firstname"" type=""text"" maxlength=""50"" id=""firstname"" class=""req em-insert-specialchars-input"" size=""30"">","cat.forms,wcag2a,wcag412,wcag131,section508,section508.22.n,ACT","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
"label","Ensures every form element has a label","Form elements must have labels","https://dequeuniversity.com/rules/axe/4.3/label?application=AxeChrome","critical","No","No","","[""#content"",""#lastname""]","Fix any of the following:
  Form element does not have an implicit (wrapped) <label>
  Form element does not have an explicit <label>
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute
  Element has no placeholder attribute
  Element's default semantics were not overridden with role=""none"" or role=""presentation""","<input name=""lastname"" type=""text"" maxlength=""50"" id=""lastname"" class=""req em-insert-specialchars-input"" size=""30"">","cat.forms,wcag2a,wcag412,wcag131,section508,section508.22.n,ACT","smithchoi0123@gmail.com",,"https://www.editorialmanager.com/ajsp/default1.aspx","","2021-12-07T11:45:37.842Z"
